text,label,sentiment,new_sentiment
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,2,positive,negativo
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",4,compliment,positivo
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,1,neutral,negativo
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,4,compliment,positivo
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,0,negative,negativo
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,0,negative,negativo
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",3,informal,negativo
Just do what ever is easier for you,2,positive,positivo
RCT' THNQ Adrian for U text. Rgds Vatian,0,negative,negativo
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0,negative,negativo
"It'll be tough, but I'll do what I have to",1,neutral,positivo
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,3,informal,negativo
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,4,compliment,negativo
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,3,informal,negativo
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",2,positive,positivo
But i'm surprised she still can guess right lor...,2,positive,positivo
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,1,neutral,negativo
Oh ho. Is this the first time u use these type of words,3,informal,negativo
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,3,informal,positivo
I know you are serving. I mean what are you doing now.,1,neutral,positivo
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",4,compliment,negativo
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0,negative,negativo
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",0,negative,negativo
I know girls always safe and selfish know i got it pa. Thank you. good night.,4,compliment,positivo
"No worries, hope photo shoot went well. have a spiffing fun at workage.",1,neutral,positivo
I'm freezing and craving ice. Fml,1,neutral,negativo
Kay... Since we are out already,1,neutral,positivo
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,3,informal,negativo
Yo im right by yo work,1,neutral,positivo
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,2,positive,negativo
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",3,informal,positivo
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,1,neutral,negativo
Nope... Juz off from work...,1,neutral,negativo
Huh so fast... Dat means u havent finished painting?,3,informal,negativo
 what number do u live at? Is it 11?,3,informal,negativo
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",1,neutral,negativo
Sac will score big hundred.he is set batsman:-),1,neutral,positivo
Send me yetty's number pls.,1,neutral,negativo
How much it will cost approx . Per month.,1,neutral,negativo
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0,negative,negativo
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",0,negative,negativo
"That's fine, have him give me a call if he knows what he wants or has any questions",2,positive,positivo
"Sorry, got a late start, we're on the way",1,neutral,negativo
Then u go back urself lor...,3,informal,negativo
I AM AT THE GAS STATION. GO THERE.,1,neutral,negativo
"K, if u bored up just come to my home..",3,informal,negativo
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,4,compliment,positivo
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",4,compliment,positivo
Still i have not checked it da. . .,1,neutral,negativo
You will go to walmart. I.ll stay.,1,neutral,positivo
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",4,compliment,positivo
Oh great. I.ll disturb him more so that we can talk.,4,compliment,positivo
Reverse is cheating. That is not mathematics.,0,negative,negativo
U're welcome... Caught u using broken english again...,3,informal,positivo
No problem baby. Is this is a good time to talk? I called and left a message.,2,positive,negativo
"Sorry, I'll call later",1,neutral,negativo
Oh is it! Which brand?,3,informal,negativo
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,3,informal,negativo
At what time are you coming.,1,neutral,positivo
Call him and say you not coming today ok and tell them not to fool me like this ok,2,positive,negativo
I emailed yifeng my part oredi.. Can ü get it fr him..,1,neutral,negativo
R u sure they'll understand that! Wine * good idea just had a slurp!,4,compliment,negativo
Minimum walk is 3miles a day.,1,neutral,negativo
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,3,informal,negativo
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",1,neutral,negativo
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,3,informal,negativo
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,0,negative,negativo
Please attend the phone:),2,positive,negativo
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0,negative,negativo
No messages on her phone. I'm holding it now,1,neutral,negativo
Can... I'm free...,0,negative,positivo
"Yo my trip got postponed, you still stocked up?",1,neutral,negativo
"Sorry, I'll call later",1,neutral,negativo
I am waiting for your call sir.,1,neutral,negativo
Hey what are you doing. Y no reply pa..,3,informal,negativo
"Hey elaine, is today's meeting still on?",3,informal,positivo
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,1,neutral,negativo
Most of the tiime when i don't let you hug me it's so i don't break into tears.,1,neutral,positivo
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,3,informal,negativo
And now electricity just went out fml.,1,neutral,negativo
"Looks like you found something to do other than smoke, great job!",4,compliment,positivo
Also andros ice etc etc,1,neutral,positivo
:),2,positive,positivo
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",4,compliment,positivo
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,3,informal,negativo
Hows that watch resizing,1,neutral,negativo
Dear umma she called me now :-),2,positive,negativo
Just finished. Missing you plenty,1,neutral,negativo
"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",0,negative,positivo
"Well, I meant as opposed to my drunken night of before",1,neutral,positivo
K... Must book a not huh? so going for yoga basic on sunday?,1,neutral,negativo
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,0,negative,negativo
Ok can...,2,positive,positivo
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",1,neutral,positivo
So u workin overtime nigpun?,3,informal,negativo
Same as kallis dismissial in 2nd test:-).,1,neutral,negativo
O. Guess they both got screwd,1,neutral,negativo
Please CALL 08712402972 immediately as there is an urgent message waiting for you,0,negative,negativo
"I'm in a meeting, call me later at",1,neutral,positivo
What r u cooking me for dinner?,3,informal,negativo
Ok thanx...,2,positive,positivo
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0,negative,negativo
Then i buy.,1,neutral,positivo
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,0,negative,negativo
Heehee that was so funny tho,2,positive,positivo
It only does simple arithmetic not percentages.,1,neutral,negativo
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",2,positive,negativo
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",0,negative,positivo
Thanks honey. Have a great day.,4,compliment,positivo
"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",4,compliment,positivo
Good night my dear.. Sleepwell&amp;Take care,4,compliment,positivo
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,1,neutral,negativo
"Jus chillaxin, what up",1,neutral,positivo
"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""",3,informal,positivo
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",2,positive,positivo
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,0,negative,negativo
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",4,compliment,positivo
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,3,informal,negativo
Only once then after ill obey all yours.,0,negative,negativo
No she didnt. I will search online and let you know.,1,neutral,positivo
Where do you need to go to get it?,1,neutral,negativo
No pic. Please re-send.,1,neutral,negativo
He remains a bro amongst bros,3,informal,positivo
Uhhhhrmm isnt having tb test bad when youre sick,0,negative,negativo
But i haf enuff space got like 4 mb...,2,positive,negativo
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,0,negative,positivo
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,0,negative,negativo
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",0,negative,positivo
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,0,negative,positivo
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,0,negative,negativo
